Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated,Country Label
DE,Moselle,FR22054,"49.1874042196733, 6.91086524487126",PM10,EEA France,µg/m³,6.6,2023-10-31T02:00:00+00:00,Germany
DE,Niedersachsen,DENI051,"51.75816, 10.61248",NO,EEA Germany,µg/m³,0.14721,2023-10-31T04:00:00+00:00,Germany
DE,Sachsen,DESN001,"50.570872, 12.997278",NO,EEA Germany,µg/m³,1,2023-10-31T04:00:00+00:00,Germany
DE,Baden-Württemberg,DEBW052,"47.664361, 9.169289",PM2.5,EEA Germany,µg/m³,2,2023-10-31T04:00:00+00:00,Germany
DE,Baden-Württemberg,DEBW080,"49.00796, 8.38719",PM10,EEA Germany,µg/m³,4.3,2023-10-31T04:00:00+00:00,Germany
DE,Baden-Württemberg,DEBW038,"47.660056, 9.485675",PM10,EEA Germany,µg/m³,1.9,2023-10-31T04:00:00+00:00,Germany
DE,Bayern,DEBY005,"49.991518000000006, 9.117973",O3,EEA Germany,µg/m³,59.82,2023-10-31T04:00:00+00:00,Germany
DE,Bayern,DEBY109,"47.968753, 11.220172",O3,EEA Germany,µg/m³,75.84,2023-10-31T04:00:00+00:00,Germany
DE,Niedersachsen,DENI028,"51.50758, 10.23854",NO,EEA Germany,µg/m³,-0.030055,2023-10-31T04:00:00+00:00,Germany
DE,Niedersachsen,DENI143,"53.142836, 8.212084",PM2.5,EEA Germany,µg/m³,11.4667,2023-10-31T04:00:00+00:00,Germany
DE,Niedersachsen,DENI143,"53.142836, 8.212084",CO,EEA Germany,µg/m³,256.656,2023-10-31T04:00:00+00:00,Germany
DE,Saarland,DESL019,"49.416884, 6.552037",O3,EEA Germany,µg/m³,66.68,2023-10-31T04:00:00+00:00,Germany
DE,Hessen,DEHE131,"50.386426, 8.059909",PM2.5,EEA Germany,µg/m³,0.5,2023-10-31T04:00:00+00:00,Germany
DE,Rheinland-Pfalz,DERP010,"50.000973, 8.261277",NO2,EEA Germany,µg/m³,4.24304295,2023-10-31T03:00:00+00:00,Germany
DE,,DENI071,"51.61365, 10.42275",PM10,EEA Germany,µg/m³,30.41,2018-09-21T06:00:00+00:00,Germany
DE,,Frankfurt-Höchst,"50.101870999999996, 8.542052",PM10,EEA Germany,µg/m³,21.31544876,2017-01-06T09:00:00+00:00,Germany
DK,Sjælland,DK0012R,"55.6941046893584, 12.0886287783964",NO,EEA Denmark,µg/m³,15.03,2023-10-31T08:00:00+00:00,Denmark
ES,Murcia,ES1633A,"37.9936111094788, -1.14472222",PM10,EEA Spain,µg/m³,46.46,2023-10-31T08:00:00+00:00,Spain
ES,Asturias,ES1432A,"43.1787999994641, -6.552700000000001",NO,EEA Spain,µg/m³,1,2023-10-31T05:00:00+00:00,Spain
ES,Huelva,ES0823A,"37.1856799994826, -6.96414",PM10,EEA Spain,µg/m³,13.6,2023-10-31T08:00:00+00:00,Spain
ES,Sevilla,ES0817A,"37.3842499994816, -5.95962",SO2,EEA Spain,µg/m³,3,2023-10-31T08:00:00+00:00,Spain
ES,Cádiz,ES0629A,"36.1856199994879, -5.48893",NO,EEA Spain,µg/m³,2,2023-10-31T04:00:00+00:00,Spain
ES,Murcia,ES1627A,"37.9755555494789, -1.23083333",SO2,EEA Spain,µg/m³,4.9,2023-10-31T08:00:00+00:00,Spain
ES,Madrid,ES1564A,"40.5405599994694, -3.64472",NO2,EEA Spain,µg/m³,45,2023-10-31T08:00:00+00:00,Spain
ES,Castellón/Castelló,ES1877A,"39.9452777694712, -0.056388879999999995",CO,EEA Spain,µg/m³,100,2023-10-31T04:00:00+00:00,Spain
ES,Valencia/València,ES0012R,"39.0827799994743, -1.10111",NO2,EEA Spain,µg/m³,3.93,2023-10-31T08:00:00+00:00,Spain
ES,Madrid,ES1645A,"40.4747222194696, -3.575",NO2,EEA Spain,µg/m³,55,2023-10-31T08:00:00+00:00,Spain
ES,Ciudad Real,ES1365A,"38.7027199994757, -4.112",SO2,EEA Spain,µg/m³,9,2023-10-31T08:00:00+00:00,Spain
ES,Castellón/Castelló,ES1687A,"40.0622222194709, 0.07277777",SO2,EEA Spain,µg/m³,3,2023-10-31T07:00:00+00:00,Spain
ES,Castellón/Castelló,ES1691A,"39.9305555494713, -0.60333333",PM2.5,EEA Spain,µg/m³,1,2023-10-31T08:00:00+00:00,Spain
ES,Madrid,ES1810A,"40.2519399994703, -4.274720000000001",PM10,EEA Spain,µg/m³,6,2023-10-31T05:00:00+00:00,Spain
ES,Madrid,ES1810A,"40.2519399994703, -4.274720000000001",PM2.5,EEA Spain,µg/m³,2,2023-10-31T05:00:00+00:00,Spain
ES,Madrid,ES1193A,"40.4199999994698, -3.74916666",PM10,EEA Spain,µg/m³,5,2023-10-31T05:00:00+00:00,Spain
ES,Valencia/València,ES1670A,"39.5586111094725, -1.28138888",O3,EEA Spain,µg/m³,44,2023-10-31T08:00:00+00:00,Spain
ES,Ciudad Real,ES1857A,"38.9938899994746, -3.93778",PM2.5,EEA Spain,µg/m³,2,2023-10-31T04:00:00+00:00,Spain
ES,Madrid,ES1869A,"40.4299999994697, -3.54583",NO2,EEA Spain,µg/m³,45,2023-10-31T08:00:00+00:00,Spain
ES,Cuenca,ES1858A,"40.0618499994709, -2.12972",NO,EEA Spain,µg/m³,72,2023-10-31T08:00:00+00:00,Spain
ES,Alicante/Alacant,ES1849A,"38.2591666594776, -0.7175",O3,EEA Spain,µg/m³,53,2023-10-31T08:00:00+00:00,Spain
ES,Valencia/València,ES1711A,"38.7880555494754, -0.69722222",SO2,EEA Spain,µg/m³,3,2023-10-31T04:00:00+00:00,Spain
ES,Castellón/Castelló,ES1387A,"39.9627777694712, -0.23333333",O3,EEA Spain,µg/m³,58,2023-10-31T04:00:00+00:00,Spain
ES,Madrid,ES1943A,"40.3847222194699, -3.71861111",CO,EEA Spain,µg/m³,500,2023-10-31T08:00:00+00:00,Spain
ES,Madrid,ES1937A,"40.3980555494698, -3.68666666",PM10,EEA Spain,µg/m³,8,2023-10-31T05:00:00+00:00,Spain
ES,Ourense,ES2014A,"42.0616666594658, -7.40854166",SO2,EEA Spain,µg/m³,1,2023-10-31T05:00:00+00:00,Spain
ES,A Coruña,ES2049A,"43.1163899994642, -8.35222",NO2,EEA Spain,µg/m³,3.8,2023-10-31T04:00:00+00:00,Spain
ES,Lugo,ES1285A,"43.5361111094638, -7.74027777",NO,EEA Spain,µg/m³,1,2023-10-31T08:00:00+00:00,Spain
ES,A Coruña,ES1867A,"43.48055554946381, -8.24138888",O3,EEA Spain,µg/m³,36,2023-10-31T05:00:00+00:00,Spain
ES,Cáceres,ES1615A,"39.4727799994728, -6.36028",O3,EEA Spain,µg/m³,6.2,2023-10-31T08:00:00+00:00,Spain
ES,Salamanca,ES0013R,"41.2388899994676, -5.8975",NO,EEA Spain,µg/m³,0.23,2023-10-31T08:00:00+00:00,Spain
ES,Salamanca,ES0013R,"41.2388899994676, -5.8975",NO2,EEA Spain,µg/m³,0.08,2023-10-31T08:00:00+00:00,Spain
ES,Valencia/València,ES1886A,"39.427222219473, -0.78388888",SO2,EEA Spain,µg/m³,7,2023-10-31T08:00:00+00:00,Spain
ES,Burgos,ES1443A,"42.3361099994653, -3.63611",NO2,EEA Spain,µg/m³,1,2023-10-31T04:00:00+00:00,Spain
ES,Burgos,ES1160A,"42.3508299994653, -3.67556",NO,EEA Spain,µg/m³,5,2023-10-31T08:00:00+00:00,Spain
ES,Valencia/València,ES1885A,"39.4802777694728, -0.33638888",PM10,EEA Spain,µg/m³,7,2023-10-31T08:00:00+00:00,Spain
ES,Granada,ES0007R,"37.2372199994823, -3.53417",SO2,EEA Spain,µg/m³,0.65,2023-10-31T04:00:00+00:00,Spain
ES,Palencia,ES1287A,"42.7952777694646, -4.84083333",PM10,EEA Spain,µg/m³,5,2023-10-31T04:00:00+00:00,Spain
ES,Barberà del Vallès,Barberà del Vallès,"41.512684, 2.1253984",NO,catalonia-mediambient,µg/m³,2,2023-10-31T08:00:00+00:00,Spain
ES,Guadalajara,ES0009R,"41.2741699994675, -3.1425",NO,EEA Spain,µg/m³,0.14,2023-10-31T04:00:00+00:00,Spain
ES,Martorell,Martorell,"41.475384, 1.9212021",PM10,catalonia-mediambient,µg/m³,7,2023-10-31T04:00:00+00:00,Spain
ES,Huesca,ES1417A,"42.1361099994657, -0.40389",NO2,EEA Spain,µg/m³,31,2023-10-31T08:00:00+00:00,Spain
ES,Granada,ES1370A,"36.7431199994849, -3.5173",NO2,EEA Spain,µg/m³,21,2023-10-31T08:00:00+00:00,Spain
IT,,IT0709A,"45.144444, 10.803333",NO2,EEA Italy,µg/m³,15.098408,2022-03-14T13:00:00+00:00,Italy
IT,,IT0732A,"45.83611, 8.80417",O3,EEA Italy,µg/m³,77.58907,2022-03-14T13:00:00+00:00,Italy
IT,,PARCO FERRARI,"44.6516, 10.9073",NO2,Arpae Emilia-Romagna,µg/m³,26,2020-05-05T23:00:00+00:00,Italy
IT,,S. ROCCO,"44.87370000000001, 10.6648",PM10,Arpae Emilia-Romagna,µg/m³,18,2020-05-05T23:00:00+00:00,Italy
IT,,ROMA,"44.216, 12.0575",CO,Arpae Emilia-Romagna,µg/m³,1400,2019-12-31T20:00:00+00:00,Italy
IT,,SAN CLEMENTE,"43.9318, 12.6273",NO2,Arpae Emilia-Romagna,µg/m³,2,2020-05-05T23:00:00+00:00,Italy
IT,,PARCO RESISTENZA,"44.2152, 12.0482",O3,Arpae Emilia-Romagna,µg/m³,51,2020-05-05T23:00:00+00:00,Italy
IT,,PARCO RESISTENZA,"44.2152, 12.0482",NO2,Arpae Emilia-Romagna,µg/m³,0,2020-05-05T23:00:00+00:00,Italy
IT,,MALCANTONE,"44.8909, 10.3996",PM10,Arpae Emilia-Romagna,µg/m³,50,2019-12-16T23:00:00+00:00,Italy
JP,,袖ケ浦市横田５００,"35.386944, 140.036944",NOX,japan-soramame,ppm,0.015,2023-10-31T08:00:00+00:00,Japan
JP,,西多摩郡瑞穂町長岡１－１０,"35.772222, 139.338889",NO,japan-soramame,ppm,0.014,2023-10-31T08:00:00+00:00,Japan
JP,,西宮市六湛寺町１０番３号,"34.735, 135.344167",NO,japan-soramame,ppm,0.01,2023-10-31T08:00:00+00:00,Japan
JP,,西宮市甲子園７番町１５番７号,"34.717222, 135.369722",NO,japan-soramame,ppm,0,2023-10-31T08:00:00+00:00,Japan
JP,,西彼杵郡時津町野田郷２,"32.825556, 129.85",NO2,japan-soramame,ppm,0.004,2023-10-31T08:00:00+00:00,Japan
JP,,西条市大町４４５－２,"33.915, 133.195833",PM2.5,japan-soramame,µg/m³,15,2023-10-31T08:00:00+00:00,Japan
JP,,赤磐市釣井２０９－１,"34.777778, 134.098611",NO,japan-soramame,ppm,0,2023-10-31T08:00:00+00:00,Japan
JP,,越前市平出１丁目６番１号,"35.905556, 136.160556",NO,japan-soramame,ppm,0.001,2023-10-31T08:00:00+00:00,Japan
JP,,那珂市菅谷８９１－２,"36.448056, 140.507778",NO2,japan-soramame,ppm,0.006,2023-10-31T08:00:00+00:00,Japan
JP,,那珂郡東海村照沼１１４５,"36.437222, 140.593056",NOX,japan-soramame,ppm,0.01,2023-10-31T08:00:00+00:00,Japan
JP,,都窪郡早島町大字早島３１０１－７,"34.601111, 133.821111",NO2,japan-soramame,ppm,0.022,2023-10-31T08:00:00+00:00,Japan
JP,,金沢市山科1丁目地内,"36.528611, 136.651667",NO2,japan-soramame,ppm,0.007,2023-10-31T08:00:00+00:00,Japan
JP,,鈴鹿市白子駅前6-33,"34.838056, 136.589167",NO2,japan-soramame,ppm,0.006,2023-10-31T08:00:00+00:00,Japan
JP,,長崎市大黒町３－１,"32.748333, 129.874167",NO2,japan-soramame,ppm,0.039,2023-10-31T08:00:00+00:00,Japan
JP,,阿南市大潟町２１０－２,"33.881667, 134.671389",SO2,japan-soramame,ppm,0.001,2023-10-31T08:00:00+00:00,Japan
JP,,高岡市大坪町,"36.760833, 137.019722",NO,japan-soramame,ppm,0.016,2023-10-31T08:00:00+00:00,Japan
JP,,高座郡寒川町宮山１６５,"35.372778, 139.383889",PM2.5,japan-soramame,µg/m³,12,2023-10-31T08:00:00+00:00,Japan
JP,,鯖江市水落町４丁目１３番２３号,"35.965833, 136.1875",PM2.5,japan-soramame,µg/m³,1,2023-10-31T07:00:00+00:00,Japan
JP,,鳥取市西町１丁目４０１,"35.503611, 134.23611099999997",NO2,japan-soramame,ppm,0.002,2023-10-31T08:00:00+00:00,Japan
JP,,三島市北田町４－４７,"35.118611, 138.918611",NO2,japan-soramame,ppm,0.009,2023-10-31T08:00:00+00:00,Japan
JP,,三郷市三郷３－２－１,"35.841111, 139.885",NO,japan-soramame,ppm,0.001,2023-10-31T08:00:00+00:00,Japan
JP,,三郷市三郷３－２－１,"35.841111, 139.885",PM2.5,japan-soramame,µg/m³,13,2023-10-31T08:00:00+00:00,Japan
JP,,上益城郡益城町惣領１４７０,"32.786111, 130.801389",PM2.5,japan-soramame,µg/m³,15,2023-10-31T08:00:00+00:00,Japan
JP,,下関市小月茶屋町２丁目３－５,"34.064167, 131.031667",SO2,japan-soramame,ppm,0.001,2023-10-31T08:00:00+00:00,Japan
JP,,下関市長府亀の甲２丁目２－１,"34.00055600000001, 130.99111100000002",PM2.5,japan-soramame,µg/m³,15,2023-10-31T08:00:00+00:00,Japan
JP,,中央区晴海三丁目６番１号,"35.652778, 139.783333",NO2,japan-soramame,ppm,0.042,2023-10-31T08:00:00+00:00,Japan
JP,,中野区中央2-18-21,"35.700278, 139.682778",NO,japan-soramame,ppm,0.001,2023-10-31T08:00:00+00:00,Japan
JP,,中野区中央2-18-21,"35.700278, 139.682778",CO,japan-soramame,ppm,0.4,2023-10-31T08:00:00+00:00,Japan
JP,,久喜市本町７－９１３－１,"36.072222, 139.668889",NOX,japan-soramame,ppm,0.013,2023-10-31T08:00:00+00:00,Japan
JP,,京田辺市田辺明田１番地,"34.820833, 135.771944",NOX,japan-soramame,ppm,0.012,2023-10-31T08:00:00+00:00,Japan
JP,,京都市北区紫野花ノ坊町２３,"35.037222, 135.740833",NO,japan-soramame,ppm,0,2023-10-31T08:00:00+00:00,Japan
JP,,京都市北区紫野花ノ坊町２３,"35.037222, 135.740833",NO2,japan-soramame,ppm,0.005,2023-10-31T08:00:00+00:00,Japan
JP,,京都市山科区御陵四丁野町１,"34.985278, 135.815",NO2,japan-soramame,ppm,0.015,2023-10-31T08:00:00+00:00,Japan
JP,,京都郡苅田町富久町１丁目１９－１,"33.772778, 130.983056",SO2,japan-soramame,ppm,0.001,2023-10-31T08:00:00+00:00,Japan
JP,,人吉市西間下町８６－１,"32.206389, 130.758611",NOX,japan-soramame,ppm,0.003,2023-10-31T08:00:00+00:00,Japan
JP,,仙台市宮城野区白鳥1-32-1,"38.264722, 140.976389",SO2,japan-soramame,ppm,0.002,2023-10-31T08:00:00+00:00,Japan
JP,,仙台市泉区将監４－４,"38.334167, 140.889722",NO2,japan-soramame,ppm,0.009,2023-10-31T08:00:00+00:00,Japan
JP,,仙台市泉区長命ケ丘２－２２,"38.306944, 140.847222",NO,japan-soramame,ppm,0.005,2023-10-31T08:00:00+00:00,Japan
JP,,仙台市青葉区下愛子字観音堂5,"38.268611, 140.763889",PM2.5,japan-soramame,µg/m³,14,2023-10-31T08:00:00+00:00,Japan
JP,,伊賀市緑ヶ丘本町４１５３,"34.758889, 136.141944",NO,japan-soramame,ppm,0.001,2023-10-31T08:00:00+00:00,Japan
JP,,佐伯市長島町１丁目２番１号,"32.961389, 131.910556",NO,japan-soramame,ppm,0.002,2023-10-31T08:00:00+00:00,Japan
JP,,佐倉市江原新田５４－１,"35.724444, 140.209722",NO2,japan-soramame,ppm,0.008,2023-10-31T08:00:00+00:00,Japan
JP,,佐倉市江原新田５４－１,"35.724444, 140.209722",PM2.5,japan-soramame,µg/m³,9,2023-10-31T08:00:00+00:00,Japan
JP,,倉敷市堀南６２１,"34.575833, 133.758889",NO,japan-soramame,ppm,0.003,2023-10-31T08:00:00+00:00,Japan
JP,,倉敷市福田町古新田５３３?１,"34.535556, 133.761944",NOX,japan-soramame,ppm,0.023,2023-10-31T08:00:00+00:00,Japan
JP,,倉敷市美和１－１３－３３,"34.596944, 133.78055599999996",SO2,japan-soramame,ppm,0.006,2023-10-31T08:00:00+00:00,Japan
JP,,備前市伊部１４１５－２,"34.736667, 134.166389",NOX,japan-soramame,ppm,0.031,2023-10-31T08:00:00+00:00,Japan
JP,,八女市立花町谷川1156番地,"33.197778, 130.594444",PM2.5,japan-soramame,µg/m³,33,2023-10-31T08:00:00+00:00,Japan
JP,,八幡市戸津堂田地内,"34.852778, 135.718611",NOX,japan-soramame,ppm,0.038,2023-10-31T08:00:00+00:00,Japan
JP,,八戸市大字湊町字舘鼻６７,"40.5275, 141.521667",NO,japan-soramame,ppm,0,2023-10-31T08:00:00+00:00,Japan
JP,,八戸市河原木根岸１－２,"40.539722, 141.488889",NO,japan-soramame,ppm,0.001,2023-10-31T08:00:00+00:00,Japan
JP,,八戸市河原木根岸１－２,"40.539722, 141.488889",PM2.5,japan-soramame,µg/m³,11,2023-10-31T08:00:00+00:00,Japan
JP,,函館市新川町30-26,"41.778333, 140.735556",NO,japan-soramame,ppm,0.001,2023-10-31T08:00:00+00:00,Japan
JP,,別府市大字別府字野口原３０８８－１,"33.285, 131.486944",NO,japan-soramame,ppm,0.001,2023-10-31T08:00:00+00:00,Japan
JP,,前橋市上泉町１７８,"36.395278, 139.104444",NO,japan-soramame,ppm,0,2023-10-31T08:00:00+00:00,Japan
JP,,加古川市平岡町新在家１８０１－１,"34.739167, 134.879167",PM2.5,japan-soramame,µg/m³,9,2023-10-31T08:00:00+00:00,Japan
JP,,加古川市東神吉長神吉1590ー１,"34.789722, 134.835278",NO,japan-soramame,ppm,0.001,2023-10-31T08:00:00+00:00,Japan
JP,,加古川市野口町良野１５６８番地,"34.754444, 134.845",NO2,japan-soramame,ppm,0.009,2023-10-31T08:00:00+00:00,Japan
JP,,加古郡稲美町国岡１－１,"34.745556, 134.905",NO2,japan-soramame,ppm,0.01,2023-10-31T08:00:00+00:00,Japan
JP,,勇払郡安平町早来北町１２－２,"42.755278, 141.801944",NOX,japan-soramame,ppm,0.008,2023-10-31T08:00:00+00:00,Japan
JP,,北九州市小倉北区大門一丁目６－４８,"33.880833, 130.873056",NOX,japan-soramame,ppm,0.012,2023-10-31T08:00:00+00:00,Japan
JP,,北葛城郡王寺町王寺１丁目４２２７－３,"34.591111, 135.710278",NO,japan-soramame,ppm,0.001,2023-10-31T08:00:00+00:00,Japan
JP,,千葉市稲毛区千草台２－１３５９－１,"35.638333, 140.117778",NO2,japan-soramame,ppm,0.023,2023-10-31T08:00:00+00:00,Japan
GB,Chepstow,Chepstow A48,"51.638094, -2.6787310000000004",PM10,DEFRA,µg/m³,15,2023-10-28T22:00:00+00:00,United Kingdom
GB,Derby,Derby St Alkmund's Way,"52.922983, -1.469507",NO2,DEFRA,µg/m³,12,2023-10-28T22:00:00+00:00,United Kingdom
GB,Stockton-on-Tees,Stockton-on-Tees A1305 Roadside,"54.565819, -1.3159",NO2,DEFRA,µg/m³,32,2023-10-28T22:00:00+00:00,United Kingdom
GB,High Muffles,High Muffles,"54.334944, -0.80855",PM2.5,DEFRA,µg/m³,7,2023-10-28T22:00:00+00:00,United Kingdom
GB,Bush Estate,Bush Estate,"55.862281, -3.205782",NO2,DEFRA,µg/m³,3,2023-10-28T22:00:00+00:00,United Kingdom
GB,Southampton,Southampton A33,"50.920265, -1.463484",PM10,DEFRA,µg/m³,11,2023-10-28T22:00:00+00:00,United Kingdom
GB,Edinburgh,Edinburgh St Leonards,"55.945589, -3.182186",PM2.5,DEFRA,µg/m³,4,2023-10-28T22:00:00+00:00,United Kingdom
GB,Barnsley,Barnsley Gawber,"53.56292, -1.5104359999999997",SO2,DEFRA,µg/m³,9,2023-10-28T22:00:00+00:00,United Kingdom
GB,Stockton-on-Tees,Stockton-on-Tees Eaglescliffe,"54.516667, -1.358547",NO2,DEFRA,µg/m³,25,2023-10-28T09:00:00+00:00,United Kingdom
GB,Westminster,Westminster - Strand (Northbank BID),"51.5119701188277, -0.116713103528546",NO2,London Air Quality Network,µg/m³,44.4,2023-10-09T07:00:00+00:00,United Kingdom
GB,Harrow,Harrow - Stanmore,"51.617327, -0.298775",PM10,London Air Quality Network,µg/m³,38.4,2023-06-12T14:00:00+00:00,United Kingdom
GB,Reigate and Banstead,Reigate and Banstead - A23 Hooley,"51.2924706381269, -0.154121454400678",NO2,London Air Quality Network,µg/m³,12.6,2023-08-01T12:00:00+00:00,United Kingdom
GB,City of London,City of London - Beech Street,"51.520225273171, -0.0961060474176381",NO2,London Air Quality Network,µg/m³,22.2,2023-07-03T12:00:00+00:00,United Kingdom
GB,,Wealden - Lullington Heath,"50.79354240820461, 0.18083772733064704",NO2,London Air Quality Network,µg/m³,15.3,2023-02-16T00:00:00+00:00,United Kingdom
GB,,Tower Hamlets - Blackwall,"51.5150461674013, -0.00841849265642741",PM10,London Air Quality Network,µg/m³,14.9,2022-08-25T00:00:00+00:00,United Kingdom
GB,,Chichester - A27 Chichester Bypass,"50.827304, -0.782009",PM10,London Air Quality Network,µg/m³,32.3,2022-02-01T11:00:00+00:00,United Kingdom
GB,,Birmingham Tyburn Roadside,"52.512194, -1.830861",PM10,DEFRA,µg/m³,15,2016-09-07T15:00:00+00:00,United Kingdom
GR,ΑΤΤΙΚΗ,GR0035A,"38.06963348, 23.77688599",PM10,EEA Greece,µg/m³,27,2023-10-31T07:00:00+00:00,Greece
GR,ΑΤΤΙΚΗ,GR0003A,"37.988028, 23.727628",PM10,EEA Greece,µg/m³,64,2023-10-31T07:00:00+00:00,Greece
HK,Eastern,Eastern,"22.2827777777778, 114.219444444444",PM2.5,Hong Kong,µg/m³,31.3,2023-05-31T00:00:00+00:00,"Hong Kong, China"
HR,Osjecko-baranjska,HR0003A,"45.55879166613, 18.6987694444444",PM10,EEA Croatia,µg/m³,36.9,2023-10-30T21:00:00+00:00,Croatia
HR,Brodsko-posavska,HR0010A,"45.1594722216854, 17.9951",SO2,EEA Croatia,µg/m³,4.1,2023-10-30T21:00:00+00:00,Croatia
HU,Baranya,HU0029A,"46.0802764894636, 18.21112251",SO2,EEA Hungary,µg/m³,3.3,2023-10-31T09:00:00+00:00,Hungary
HU,Budapest Honvéd,Budapest Honvéd,"47.522693, 19.069867",NO2,hungary-nms,µg/m³,48.1,2023-10-31T09:00:00+00:00,Hungary
HU,Budapest Honvéd,Budapest Honvéd,"47.522693, 19.069867",CO,hungary-nms,µg/m³,972,2023-10-31T09:00:00+00:00,Hungary
HU,Székesfehérvár,Székesfehérvár,"47.195944, 18.400246",O3,hungary-nms,µg/m³,26.7,2023-10-31T09:00:00+00:00,Hungary
HU,Miskolc Alföldi,Miskolc Alföldi,"48.09042, 20.81201",NO2,hungary-nms,µg/m³,20.2,2023-10-31T09:00:00+00:00,Hungary
HU,Százhalombatta 2 Sportpálya,Százhalombatta 2 Sportpálya,"47.32655, 18.93296",CO,hungary-nms,µg/m³,149,2023-10-31T09:00:00+00:00,Hungary
HU,Debrecen Hajnal u.,Debrecen Hajnal u.,"47.530964000000004, 21.639411",NO2,hungary-nms,µg/m³,52.5,2023-10-31T09:00:00+00:00,Hungary
HU,Veszprém,Veszprém,"47.089574, 17.905054000000003",NO2,hungary-nms,µg/m³,36.7,2023-10-31T09:00:00+00:00,Hungary
HU,"Vác, Csányi krt.","Vác, Csányi krt.","47.773969, 19.139816",PM10,hungary-nms,µg/m³,10,2023-10-31T09:00:00+00:00,Hungary
HU,Kecskemét,Kecskemét,"46.90234, 19.68875",PM2.5,hungary-nms,µg/m³,8,2023-10-31T09:00:00+00:00,Hungary
HU,Budapest Kosztolányi D. tér,Budapest Kosztolányi D. tér,"47.474775, 19.04094",O3,hungary-nms,µg/m³,3.9,2023-10-31T09:00:00+00:00,Hungary
HU,Veszprém,HU0037A,"47.1052780194647, 17.55666542",NO2,EEA Hungary,µg/m³,12.0859958,2023-10-31T08:00:00+00:00,Hungary
HU,Fejér,HU0033A,"46.9761123694645, 18.93611336",CO,EEA Hungary,µg/m³,1730.0665,2021-01-22T10:00:00+00:00,Hungary
HU,Dorog,Dorog,"47.72443, 18.73681",O3,hungary-nms,µg/m³,13.1,2023-10-22T08:00:00+00:00,Hungary
HU,Gyor-Moson-Sopron,HU0035A,"47.6919439994656, 16.575008",CO,EEA Hungary,µg/m³,1043.54725,2020-10-29T23:00:00+00:00,Hungary
HU,OMSZ LRK Mobil,OMSZ LRK Mobil,"46.64881400000001, 21.263191000000003",CO,hungary-nms,µg/m³,312,2023-05-20T09:00:00+00:00,Hungary
HU,,Győr 1 Szent István,"47.68537, 17.63955",NO2,hungary-nms,µg/m³,29.8,2023-04-05T15:00:00+00:00,Hungary
IE,South Dublin,IE0136A,"53.28, -6.358611",SO2,EEA Ireland,µg/m³,12.07492237,2020-02-22T11:00:00+00:00,Ireland
IE,South Dublin,IE0095A,"53.352778, -6.366667",PM2.5,EEA Ireland,µg/m³,6.89,2023-10-31T08:00:00+00:00,Ireland
IE,Lough Navar,Lough Navar,"54.439510000000006, -7.900327999999999",O3,DEFRA,µg/m³,50,2023-10-28T22:00:00+00:00,Ireland
IL,,תחנה:נ.שאנן,"32.78685, 35.02026",O3,Israel,ppm,0.0116,2019-04-03T21:00:00+00:00,Israel
IL,,תחנה:רכבת ההגנה,"32.79232, 35.05203699999999",CO,Israel,ppm,0.3,2019-04-03T21:00:00+00:00,Israel
IL,,תחנה:אור יהודה,"32.74263, 35.09444",SO2,Israel,ppm,0.0007,2019-04-03T21:00:00+00:00,Israel
IL,,תחנה:גן שמואל,"32.04701, 34.79258",O3,Israel,ppm,0.0148,2019-04-03T21:00:00+00:00,Israel
IL,,תחנה:אור יהודה,"31.958015, 34.801995",CO,Israel,ppm,0.4,2019-04-03T21:00:00+00:00,Israel
DE,Brandenburg,DEBB045,"52.337336, 14.538595",NO,EEA Germany,µg/m³,1,2023-10-31T04:00:00+00:00,Germany
DE,Hessen,DEHE050,"51.360755000000005, 9.271233",O3,EEA Germany,µg/m³,67.43052673,2023-10-31T04:00:00+00:00,Germany
DE,Hessen,DEHE052,"50.221940999999994, 8.446079",O3,EEA Germany,µg/m³,67.91753387,2023-10-31T04:00:00+00:00,Germany
DE,Hessen,DEHE052,"50.221940999999994, 8.446079",NO2,EEA Germany,µg/m³,0.91369915,2023-10-31T04:00:00+00:00,Germany
DE,Niedersachsen,DENI066,"52.150775, 9.950223",NO2,EEA Germany,µg/m³,5.55339,2023-10-31T04:00:00+00:00,Germany
DE,Brandenburg,DEBB032,"52.146263999999995, 14.638166",NO2,EEA Germany,µg/m³,8,2023-10-31T04:00:00+00:00,Germany
DE,Hamburg,DEHH059,"53.50793, 9.990569",NO2,EEA Germany,µg/m³,9.753,2023-10-31T04:00:00+00:00,Germany
DE,Nordrhein-Westfalen,DENW355,"51.031473, 7.010934",NO2,EEA Germany,µg/m³,24.758,2023-10-31T04:00:00+00:00,Germany
DE,Bayern,DEBY052,"48.397079, 10.008293",NO,EEA Germany,µg/m³,0.8,2023-10-31T04:00:00+00:00,Germany
DE,Nordrhein-Westfalen,DENW064,"50.653236, 6.281069",NO2,EEA Germany,µg/m³,0.665,2023-10-31T04:00:00+00:00,Germany
DE,Rheinland-Pfalz,DERP009,"49.994975, 8.273965",NO2,EEA Germany,µg/m³,3.67157698,2023-10-31T04:00:00+00:00,Germany
DE,Nordrhein-Westfalen,DENW134,"51.477931, 7.005278",NO2,EEA Germany,µg/m³,8.917,2023-10-31T04:00:00+00:00,Germany
